2020-06-05;19:53:15.351;2
2020-06-05;19:54:42.637;2
2020-06-05;19:55:11.764;3
2020-06-05;19:55:13.030;2
2020-06-05;19:55:34.063;2
2020-06-05;19:58:46.004;3
2020-06-05;19:58:53.444;2
2020-06-05;20:17:23.354;2
2020-06-05;20:17:39.256;2
2020-06-05;20:30:01.616;3
2020-06-05;20:32:01.335;2
2020-06-05;20:32:04.219;2
2020-06-05;20:32:07.222;2
2020-06-05;20:32:10.219;2
2020-06-05;20:32:13.221;2
2020-06-05;20:32:16.224;2
2020-06-05;20:32:22.225;2
2020-06-05;20:32:25.226;2
2020-06-05;20:33:37.811;2
2020-06-05;20:33:43.796;2
2020-06-05;20:33:46.795;2
2020-06-05;20:33:49.797;2
2020-06-05;21:03:47.730;3
2020-06-05;21:03:50.560;2
2020-06-05;21:03:53.558;2
2020-06-05;21:03:58.984;2
2020-06-05;21:04:01.966;2
2020-06-05;21:04:11.559;2
2020-06-05;21:04:16.968;2
2020-06-05;21:15:49.279;3
2020-06-05;21:15:55.265;3
2020-06-05;21:15:58.256;2
2020-06-05;21:16:01.255;2
2020-06-05;21:16:04.160;3
2020-06-05;21:16:04.258;3
2020-06-05;21:16:07.165;2
2020-06-06;23:37:52.223;3
2020-06-06;23:37:55.060;2
2020-06-06;23:38:01.061;2
2020-06-06;23:46:00.783;2
2020-06-06;23:46:06.595;3
2020-06-06;23:46:09.598;2
2020-06-06;23:46:12.598;2
2020-06-10;21:07:10.052;2
2020-06-10;21:07:12.964;2
2020-06-10;21:07:18.968;2
2020-06-10;21:07:27.971;2
2020-06-10;21:07:30.969;3
2020-06-10;21:07:36.971;2
2020-06-10;21:07:39.970;2
2020-06-10;21:07:42.969;2
2020-06-10;23:29:17.160;2
2020-06-11;00:32:14.633408400;2
2020-06-11;00:32:17.568107500;2
2020-06-11;00:32:20.569156100;2
2020-06-11;00:32:23.571086100;2
2020-06-11;00:32:26.571295100;2
2020-06-11;00:32:29.572996200;2
2020-06-11;00:32:32.574188500;2
2020-06-11;00:32:38.572387200;3
2020-06-12;21:56:11.414221400;2
2020-06-12;21:56:14.320284100;2
2020-06-12;21:56:20.322025800;2
2020-06-12;21:56:23.323042900;3
2020-06-12;22:20:50.829106400;2
2020-06-12;22:20:53.767980300;3
2020-06-12;22:20:56.768065400;2
2020-06-12;22:20:59.780637700;2
2020-06-12;22:21:02.817895100;2
2020-06-12;22:21:11.816091900;3
2020-06-12;22:59:06.518727800;2
2020-06-12;22:59:09.455967500;3
2020-06-12;22:59:12.456494400;2
2020-06-12;23:14:27.138154100;2
2020-06-12;23:14:36.074374;2
2020-06-12;23:14:39.076818;2
2020-06-13;15:16:45.931043200;2
2020-06-13;15:23:40.252312900;3
2020-06-13;15:23:46.945693900;2
2020-06-13;15:23:49.945053600;3
2020-06-13;15:27:49.601785900;2
2020-06-13;15:27:52.516710;2
2020-06-13;15:27:57.542371100;2
2020-06-13;15:28:00.542658;2
2020-06-13;15:28:03.537715800;2
2020-06-13;15:28:06.557450600;2
2020-06-13;15:28:12.496655700;2
2020-06-13;15:28:15.496268600;2
2020-06-13;15:35:23.568185800;2
2020-06-13;15:35:26.483243500;2
