2020-06-11;21:38:12.382;3
2020-06-11;21:38:18.317;2
2020-06-11;21:38:21.318;2
2020-06-11;21:38:24.318;2
2020-06-11;21:38:27.319;2
2020-06-11;21:38:33.319;2
2020-06-11;21:38:36.319;3
2020-06-11;21:38:39.318;2
2020-06-11;21:38:42.319;3
2020-06-13;12:47:07.445;2
2020-06-13;12:47:13.363;2
2020-06-13;12:47:16.378;2
2020-06-13;12:47:19.392;2
2020-06-13;12:47:22.394;2
2020-06-13;12:47:28.400;3
2020-06-13;12:47:31.406;3
2020-06-13;12:47:34.409;2
2020-06-13;12:47:37.411;2
2020-06-13;12:47:40.421;2
2020-06-13;12:47:46.438;3
2020-06-13;12:47:49.440;3
2020-06-13;12:48:01.471;3
2020-06-13;12:48:04.480;3
2020-06-13;12:48:07.485;2
2020-06-13;12:48:10.488;2
2020-06-13;12:48:13.490;2
2020-06-13;12:48:25.519;3
2020-06-13;12:48:28.530;2
2020-06-13;12:48:31.542;2
2020-06-13;13:27:17.350;2
2020-06-13;13:27:23.321;3
2020-06-13;13:27:26.325;2
2020-06-13;13:27:38.355;2
2020-06-13;13:31:38.807;2
2020-06-13;13:31:41.782;2
2020-06-13;13:31:44.781;2
2020-06-13;13:31:47.783;2
2020-06-13;13:31:56.783;2
2020-06-13;13:34:27.615;3
2020-06-13;13:34:30.588;2
2020-06-13;13:34:36.598;3
2020-06-13;13:34:39.609;2
2020-06-13;13:34:42.618;2
2020-06-13;13:34:48.631;3
2020-06-13;13:34:51.637;3
2020-06-13;13:55:02.595;3
2020-06-13;13:55:08.575;3
2020-06-13;13:55:14.589;2
2020-06-13;15:13:13.011;2
2020-06-13;15:13:24.969;3
2020-06-13;15:13:30.969;3
